,_id,region,hospital,date,ED Trolleys,Ward Trolleys,Total Trolleys,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
7438,67d99ed80547f4997bbf354d,HSE Dublin & South East,UH Waterford,2024-08-18 08:00:00,0,0,0,0,12,0,0
7439,67d99ed80547f4997bbf3552,HSE South West,South Infirmary Victoria University Hospital,2024-08-18 08:00:00,0,0,0,0,2,0,0
7440,67d99ed80547f4997bbf354e,HSE Dublin & South East,Wexford General Hospital,2024-08-18 08:00:00,1,1,2,15,7,0,0
7441,67d99ed80547f4997bbf3553,HSE South West,UH Kerry,2024-08-18 08:00:00,0,0,0,7,18,0,0
7442,67d99ed80547f4997bbf354f,HSE South West,Cork University Hospital,2024-08-18 08:00:00,4,0,4,9,36,0,0
7443,67d99ed80547f4997bbf3551,HSE South West,Mercy University Hospital,2024-08-18 08:00:00,0,0,0,0,7,0,0
7444,67d99ed80547f4997bbf3555,HSE Mid West,St. John's Hospital Limerick,2024-08-18 08:00:00,0,0,0,0,2,0,0
7445,67d99ed80547f4997bbf3554,HSE Mid West,Nenagh Hospital,2024-08-18 08:00:00,0,0,0,0,0,0,0
7446,67d99ed80547f4997bbf355a,HSE West & North West,Roscommon University Hospital,2024-08-18 08:00:00,0,0,0,0,3,0,0
7447,67d99ed80547f4997bbf3556,HSE Mid West,UH Limerick,2024-08-18 08:00:00,0,0,0,12,19,0,0
7448,67d99ed90547f4997bbf355c,HSE Dublin & North East,Cavan General Hospital,2024-08-17 08:00:00,0,0,0,6,1,0,0
7449,67d99ed80547f4997bbf3559,HSE West & North West,Portiuncula University Hospital,2024-08-18 08:00:00,0,0,0,0,2,0,0
7450,67d99ed80547f4997bbf355b,HSE West & North West,Sligo University Hospital,2024-08-18 08:00:00,4,6,10,11,30,5,0
7451,67d99ed80547f4997bbf3558,HSE West & North West,Mayo University Hospital,2024-08-18 08:00:00,5,5,10,0,7,1,0
7452,67d99ed90547f4997bbf355f,HSE Dublin & North East,Mater Misericordiae University Hospital,2024-08-17 08:00:00,0,0,0,0,11,0,0
7453,67d99ed80547f4997bbf3557,HSE West & North West,Letterkenny University Hospital,2024-08-18 08:00:00,1,1,2,0,35,1,0
7454,67d99ed90547f4997bbf355e,HSE Dublin & North East,Louth County Hospital,2024-08-17 08:00:00,0,0,0,0,0,0,0
7455,67d99ed90547f4997bbf355d,HSE Dublin & North East,Connolly Hospital,2024-08-17 08:00:00,1,0,1,0,6,0,0
7456,67d99ed90547f4997bbf3563,HSE Dublin & Midlands,CHI at Tallaght,2024-08-17 08:00:00,0,0,0,0,1,0,0
7457,67d99ed90547f4997bbf3561,HSE Dublin & North East,Our Lady of Lourdes Hospital,2024-08-17 08:00:00,0,0,0,9,0,0,0
7458,67d99ed90547f4997bbf3562,HSE Dublin & North East,Our Lady's Hospital Navan,2024-08-17 08:00:00,0,0,0,0,0,0,0
7459,67d99ed90547f4997bbf3565,HSE Dublin & Midlands,MRH Mullingar,2024-08-17 08:00:00,1,0,1,2,1,0,0
7460,67d99ed90547f4997bbf3566,HSE Dublin & Midlands,MRH Portlaoise,2024-08-17 08:00:00,8,0,8,0,7,0,0
7461,67d99ed90547f4997bbf3564,HSE Dublin & Midlands,CHI at Temple Street,2024-08-17 08:00:00,1,0,1,0,4,0,0
7462,67d99ed90547f4997bbf3567,HSE Dublin & Midlands,MRH Tullamore,2024-08-17 08:00:00,0,0,0,0,11,0,0
7463,67d99ed90547f4997bbf3568,HSE Dublin & Midlands,Naas General Hospital,2024-08-17 08:00:00,4,3,7,0,8,0,0
7464,67d99ed90547f4997bbf3560,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2024-08-17 08:00:00,0,0,0,0,2,0,0
7465,67d99ed90547f4997bbf356c,HSE Dublin & South East,St. Columcille's Hospital,2024-08-17 08:00:00,0,0,0,0,4,0,0
7466,67d99ed90547f4997bbf3569,HSE Dublin & Midlands,St. James's Hospital,2024-08-17 08:00:00,2,0,2,0,24,0,0
7467,67d99ed90547f4997bbf356a,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2024-08-17 08:00:00,0,0,0,0,0,0,0
7468,67d99ed90547f4997bbf356d,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2024-08-17 08:00:00,0,0,0,22,11,0,0
7469,67d99ed90547f4997bbf356e,HSE Dublin & South East,St. Michael's Hospital,2024-08-17 08:00:00,0,0,0,0,3,0,0
7470,67d99ed90547f4997bbf356b,HSE Dublin & Midlands,Tallaght University Hospital,2024-08-17 08:00:00,7,0,7,10,16,0,0
7471,67d99ed90547f4997bbf356f,HSE Dublin & South East,St. Vincent's University Hospital,2024-08-17 08:00:00,5,0,5,50,25,0,0
7472,67d99ed90547f4997bbf3571,HSE Dublin & South East,UH Waterford,2024-08-17 08:00:00,0,0,0,0,12,0,0
7473,67d99ed90547f4997bbf3570,HSE Dublin & South East,Tipperary University Hospital,2024-08-17 08:00:00,1,0,1,1,11,0,0
7474,67d99ed90547f4997bbf3574,HSE South West,Mallow General Hospital,2024-08-17 08:00:00,0,0,0,0,2,0,0
7475,67d99ed90547f4997bbf3572,HSE Dublin & South East,Wexford General Hospital,2024-08-17 08:00:00,0,0,0,0,7,0,0
7476,67d99ed90547f4997bbf3573,HSE South West,Cork University Hospital,2024-08-17 08:00:00,1,0,1,3,36,1,0
7477,67d99ed90547f4997bbf3577,HSE South West,UH Kerry,2024-08-17 08:00:00,0,0,0,3,18,0,0
7478,67d99ed90547f4997bbf3579,HSE Mid West,St. John's Hospital Limerick,2024-08-17 08:00:00,0,0,0,0,2,0,0
7479,67d99ed90547f4997bbf3578,HSE Mid West,Nenagh Hospital,2024-08-17 08:00:00,0,0,0,0,0,0,0
7480,67d99ed90547f4997bbf3575,HSE South West,Mercy University Hospital,2024-08-17 08:00:00,0,0,0,0,7,0,0
7481,67d99ed90547f4997bbf3576,HSE South West,South Infirmary Victoria University Hospital,2024-08-17 08:00:00,0,0,0,0,2,0,0
7482,67d99ed90547f4997bbf357b,HSE West & North West,Letterkenny University Hospital,2024-08-17 08:00:00,0,1,1,0,35,1,0
7483,67d99ed90547f4997bbf357a,HSE Mid West,UH Limerick,2024-08-17 08:00:00,0,0,0,5,19,0,1
7484,67d99ed90547f4997bbf357e,HSE West & North West,Roscommon University Hospital,2024-08-17 08:00:00,0,0,0,0,3,0,0
7485,67d99ed90547f4997bbf357d,HSE West & North West,Portiuncula University Hospital,2024-08-17 08:00:00,2,0,2,0,2,0,0
7486,67d99ed90547f4997bbf357f,HSE West & North West,Sligo University Hospital,2024-08-17 08:00:00,8,5,13,8,30,4,0
7487,67d99ed90547f4997bbf357c,HSE West & North West,Mayo University Hospital,2024-08-17 08:00:00,0,0,0,0,7,0,0
7488,67d99ed90547f4997bbf3582,HSE Dublin & North East,Louth County Hospital,2024-08-16 08:00:00,0,0,0,0,0,0,0
7489,67d99ed90547f4997bbf3581,HSE Dublin & North East,Connolly Hospital,2024-08-16 08:00:00,0,0,0,0,6,0,0
7490,67d99ed90547f4997bbf3583,HSE Dublin & North East,Mater Misericordiae University Hospital,2024-08-16 08:00:00,3,0,3,0,11,0,0
7491,67d99ed90547f4997bbf3580,HSE Dublin & North East,Cavan General Hospital,2024-08-16 08:00:00,2,0,2,6,1,0,0
7492,67d99ed90547f4997bbf3584,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2024-08-16 08:00:00,0,0,0,0,2,0,0
7493,67d99ed90547f4997bbf3587,HSE Dublin & Midlands,CHI at Tallaght,2024-08-16 08:00:00,1,0,1,0,1,0,0
7494,67d99ed90547f4997bbf358a,HSE Dublin & Midlands,MRH Portlaoise,2024-08-16 08:00:00,6,0,6,0,8,0,0
7495,67d99ed90547f4997bbf3585,HSE Dublin & North East,Our Lady of Lourdes Hospital,2024-08-16 08:00:00,4,0,4,17,0,0,0
7496,67d99ed90547f4997bbf3586,HSE Dublin & North East,Our Lady's Hospital Navan,2024-08-16 08:00:00,0,0,0,2,0,0,0
7497,67d99ed90547f4997bbf3589,HSE Dublin & Midlands,MRH Mullingar,2024-08-16 08:00:00,0,0,0,1,1,0,0
7498,67d99ed90547f4997bbf358c,HSE Dublin & Midlands,Naas General Hospital,2024-08-16 08:00:00,5,3,8,4,8,3,0
7499,67d99ed90547f4997bbf358b,HSE Dublin & Midlands,MRH Tullamore,2024-08-16 08:00:00,0,0,0,17,11,0,0
7500,67d99ed90547f4997bbf3588,HSE Dublin & Midlands,CHI at Temple Street,2024-08-16 08:00:00,0,0,0,0,3,0,0
7501,67d99ed90547f4997bbf358d,HSE Dublin & Midlands,St. James's Hospital,2024-08-16 08:00:00,7,0,7,12,23,0,0
7502,67d99ed90547f4997bbf358e,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2024-08-16 08:00:00,0,0,0,0,0,0,0
7503,67d99ed90547f4997bbf3594,HSE Dublin & South East,Tipperary University Hospital,2024-08-16 08:00:00,5,0,5,0,10,1,0
7504,67d99ed90547f4997bbf3592,HSE Dublin & South East,St. Michael's Hospital,2024-08-16 08:00:00,0,0,0,0,3,0,0
7505,67d99ed90547f4997bbf3590,HSE Dublin & South East,St. Columcille's Hospital,2024-08-16 08:00:00,0,0,0,0,4,0,0
7506,67d99ed90547f4997bbf358f,HSE Dublin & Midlands,Tallaght University Hospital,2024-08-16 08:00:00,4,0,4,18,16,0,0
7507,67d99ed90547f4997bbf3591,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2024-08-16 08:00:00,2,0,2,5,11,0,0
7508,67d99ed90547f4997bbf3595,HSE Dublin & South East,UH Waterford,2024-08-16 08:00:00,0,0,0,3,17,0,0
7509,67d99ed90547f4997bbf3593,HSE Dublin & South East,St. Vincent's University Hospital,2024-08-16 08:00:00,13,0,13,50,26,0,0
7510,67d99ed90547f4997bbf3597,HSE South West,Cork University Hospital,2024-08-16 08:00:00,9,4,13,19,31,0,0
7511,67d99ed90547f4997bbf3596,HSE Dublin & South East,Wexford General Hospital,2024-08-16 08:00:00,1,3,4,16,10,1,0
7512,67d99ed90547f4997bbf359a,HSE South West,South Infirmary Victoria University Hospital,2024-08-16 08:00:00,0,0,0,0,2,0,0
7513,67d99ed90547f4997bbf3599,HSE South West,Mercy University Hospital,2024-08-16 08:00:00,3,0,3,0,8,0,0
7514,67d99ed90547f4997bbf359b,HSE South West,UH Kerry,2024-08-16 08:00:00,3,0,3,8,19,0,0
7515,67d99ed90547f4997bbf359c,HSE Mid West,Nenagh Hospital,2024-08-16 08:00:00,0,0,0,0,0,0,0
7516,67d99ed90547f4997bbf359d,HSE Mid West,St. John's Hospital Limerick,2024-08-16 08:00:00,0,0,0,0,2,0,0
7517,67d99ed90547f4997bbf3598,HSE South West,Mallow General Hospital,2024-08-16 08:00:00,0,0,0,0,2,0,0
7518,67d99ed90547f4997bbf35a0,HSE West & North West,Mayo University Hospital,2024-08-16 08:00:00,0,8,8,0,4,2,0
7519,67d99ed90547f4997bbf359e,HSE Mid West,UH Limerick,2024-08-16 08:00:00,0,22,22,25,19,3,2
7520,67d99ed90547f4997bbf35a1,HSE West & North West,Portiuncula University Hospital,2024-08-16 08:00:00,1,0,1,0,2,0,0
7521,67d99ed90547f4997bbf359f,HSE West & North West,Letterkenny University Hospital,2024-08-16 08:00:00,4,4,8,7,34,0,0
7522,67d99ed90547f4997bbf35a2,HSE West & North West,Roscommon University Hospital,2024-08-16 08:00:00,0,0,0,0,4,0,0
7523,67d99ed90547f4997bbf35a3,HSE West & North West,Sligo University Hospital,2024-08-16 08:00:00,0,8,8,14,29,3,0
7524,67d99eda0547f4997bbf35a6,HSE Dublin & North East,Louth County Hospital,2024-08-15 08:00:00,0,0,0,0,0,0,0
7525,67d99eda0547f4997bbf35a8,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2024-08-15 08:00:00,0,0,0,0,2,0,0
7526,67d99eda0547f4997bbf35ab,HSE Dublin & Midlands,CHI at Tallaght,2024-08-15 08:00:00,0,0,0,0,1,0,0
7527,67d99eda0547f4997bbf35a4,HSE Dublin & North East,Cavan General Hospital,2024-08-15 08:00:00,0,0,0,2,1,0,0
7528,67d99eda0547f4997bbf35a7,HSE Dublin & North East,Mater Misericordiae University Hospital,2024-08-15 08:00:00,2,0,2,0,11,0,0
7529,67d99eda0547f4997bbf35aa,HSE Dublin & North East,Our Lady's Hospital Navan,2024-08-15 08:00:00,0,0,0,0,1,0,0
7530,67d99eda0547f4997bbf35ac,HSE Dublin & Midlands,CHI at Temple Street,2024-08-15 08:00:00,1,0,1,0,3,0,0
7531,67d99eda0547f4997bbf35ad,HSE Dublin & Midlands,MRH Mullingar,2024-08-15 08:00:00,2,0,2,7,1,0,0
7532,67d99eda0547f4997bbf35b3,HSE Dublin & Midlands,Tallaght University Hospital,2024-08-15 08:00:00,13,7,20,20,14,6,0
7533,67d99eda0547f4997bbf35ae,HSE Dublin & Midlands,MRH Portlaoise,2024-08-15 08:00:00,0,0,0,5,7,0,0
7534,67d99eda0547f4997bbf35b0,HSE Dublin & Midlands,Naas General Hospital,2024-08-15 08:00:00,5,4,9,9,9,2,0
7535,67d99eda0547f4997bbf35b2,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2024-08-15 08:00:00,0,0,0,0,0,0,0
7536,67d99eda0547f4997bbf35b1,HSE Dublin & Midlands,St. James's Hospital,2024-08-15 08:00:00,19,0,19,9,24,0,0
7537,67d99eda0547f4997bbf35a5,HSE Dublin & North East,Connolly Hospital,2024-08-15 08:00:00,0,0,0,0,6,0,0
7538,67d99eda0547f4997bbf35b4,HSE Dublin & South East,St. Columcille's Hospital,2024-08-15 08:00:00,0,0,0,0,4,0,0
7539,67d99eda0547f4997bbf35b8,HSE Dublin & South East,Tipperary University Hospital,2024-08-15 08:00:00,2,0,2,0,14,0,0
7540,67d99eda0547f4997bbf35af,HSE Dublin & Midlands,MRH Tullamore,2024-08-15 08:00:00,0,0,0,24,8,0,0
7541,67d99eda0547f4997bbf35a9,HSE Dublin & North East,Our Lady of Lourdes Hospital,2024-08-15 08:00:00,13,0,13,20,1,0,0
7542,67d99eda0547f4997bbf35b7,HSE Dublin & South East,St. Vincent's University Hospital,2024-08-15 08:00:00,16,0,16,50,25,1,1
7543,67d99eda0547f4997bbf35bb,HSE South West,Cork University Hospital,2024-08-15 08:00:00,17,2,19,28,33,3,0
7544,67d99eda0547f4997bbf35ba,HSE Dublin & South East,Wexford General Hospital,2024-08-15 08:00:00,0,1,1,0,10,0,0
7545,67d99eda0547f4997bbf35b6,HSE Dublin & South East,St. Michael's Hospital,2024-08-15 08:00:00,0,0,0,0,3,0,0
7546,67d99eda0547f4997bbf35bc,HSE South West,Mallow General Hospital,2024-08-15 08:00:00,0,0,0,0,2,0,0
7547,67d99eda0547f4997bbf35b9,HSE Dublin & South East,UH Waterford,2024-08-15 08:00:00,0,0,0,8,17,0,0
7548,67d99eda0547f4997bbf35bd,HSE South West,Mercy University Hospital,2024-08-15 08:00:00,8,0,8,0,6,1,0
7549,67d99eda0547f4997bbf35b5,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2024-08-15 08:00:00,7,0,7,14,12,0,0
7550,67d99eda0547f4997bbf35bf,HSE South West,UH Kerry,2024-08-15 08:00:00,4,0,4,8,21,2,0
7551,67d99eda0547f4997bbf35c2,HSE Mid West,UH Limerick,2024-08-15 08:00:00,9,26,35,32,15,4,1
7552,67d99eda0547f4997bbf35be,HSE South West,South Infirmary Victoria University Hospital,2024-08-15 08:00:00,0,0,0,0,2,0,0
7553,67d99eda0547f4997bbf35c0,HSE Mid West,Nenagh Hospital,2024-08-15 08:00:00,0,0,0,0,0,0,0
7554,67d99eda0547f4997bbf35c4,HSE West & North West,Mayo University Hospital,2024-08-15 08:00:00,3,6,9,0,5,1,0
7555,67d99eda0547f4997bbf35c5,HSE West & North West,Portiuncula University Hospital,2024-08-15 08:00:00,0,0,0,0,2,0,0
7556,67d99eda0547f4997bbf35c3,HSE West & North West,Letterkenny University Hospital,2024-08-15 08:00:00,13,9,22,8,32,3,0
7557,67d99eda0547f4997bbf35c1,HSE Mid West,St. John's Hospital Limerick,2024-08-15 08:00:00,0,0,0,0,2,0,0
7558,67d99eda0547f4997bbf35c6,HSE West & North West,Roscommon University Hospital,2024-08-15 08:00:00,0,0,0,0,4,0,0
7559,67d99edb0547f4997bbf35c8,HSE Dublin & North East,Cavan General Hospital,2024-08-14 08:00:00,1,0,1,6,1,0,0
7560,67d99eda0547f4997bbf35c7,HSE West & North West,Sligo University Hospital,2024-08-15 08:00:00,9,10,19,12,29,5,1
7561,67d99edb0547f4997bbf35ca,HSE Dublin & North East,Louth County Hospital,2024-08-14 08:00:00,0,0,0,0,0,0,0
7562,67d99edb0547f4997bbf35cb,HSE Dublin & North East,Mater Misericordiae University Hospital,2024-08-14 08:00:00,3,0,3,0,11,0,0
7563,67d99edb0547f4997bbf35c9,HSE Dublin & North East,Connolly Hospital,2024-08-14 08:00:00,0,0,0,0,6,0,0
7564,67d99edb0547f4997bbf35ce,HSE Dublin & North East,Our Lady's Hospital Navan,2024-08-14 08:00:00,0,0,0,0,1,0,0
7565,67d99edb0547f4997bbf35cd,HSE Dublin & North East,Our Lady of Lourdes Hospital,2024-08-14 08:00:00,19,0,19,18,1,0,0
7566,67d99edb0547f4997bbf35cc,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2024-08-14 08:00:00,0,0,0,0,2,0,0
7567,67d99edb0547f4997bbf35d0,HSE Dublin & Midlands,CHI at Temple Street,2024-08-14 08:00:00,3,0,3,0,3,0,0
7568,67d99edb0547f4997bbf35cf,HSE Dublin & Midlands,CHI at Tallaght,2024-08-14 08:00:00,1,0,1,0,1,0,0
7569,67d99edb0547f4997bbf35d2,HSE Dublin & Midlands,MRH Portlaoise,2024-08-14 08:00:00,13,0,13,5,6,0,0
7570,67d99edb0547f4997bbf35d5,HSE Dublin & Midlands,St. James's Hospital,2024-08-14 08:00:00,19,0,19,0,23,0,0
7571,67d99edb0547f4997bbf35d3,HSE Dublin & Midlands,MRH Tullamore,2024-08-14 08:00:00,0,0,0,24,8,0,0
7572,67d99edb0547f4997bbf35d4,HSE Dublin & Midlands,Naas General Hospital,2024-08-14 08:00:00,10,3,13,11,9,0,0
7573,67d99edb0547f4997bbf35d7,HSE Dublin & Midlands,Tallaght University Hospital,2024-08-14 08:00:00,19,4,23,23,14,6,0
7574,67d99edb0547f4997bbf35d9,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2024-08-14 08:00:00,2,0,2,37,12,0,0
7575,67d99edb0547f4997bbf35d8,HSE Dublin & South East,St. Columcille's Hospital,2024-08-14 08:00:00,0,0,0,0,6,0,0
7576,67d99edb0547f4997bbf35d1,HSE Dublin & Midlands,MRH Mullingar,2024-08-14 08:00:00,2,0,2,7,1,0,0
7577,67d99edb0547f4997bbf35d6,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2024-08-14 08:00:00,0,0,0,0,0,0,0
7578,67d99edb0547f4997bbf35de,HSE Dublin & South East,Wexford General Hospital,2024-08-14 08:00:00,0,1,1,16,10,0,0
7579,67d99edb0547f4997bbf35db,HSE Dublin & South East,St. Vincent's University Hospital,2024-08-14 08:00:00,19,0,19,50,27,4,0
7580,67d99edb0547f4997bbf35dc,HSE Dublin & South East,Tipperary University Hospital,2024-08-14 08:00:00,3,0,3,0,15,3,0
7581,67d99edb0547f4997bbf35dd,HSE Dublin & South East,UH Waterford,2024-08-14 08:00:00,0,0,0,7,21,0,0
7582,67d99edb0547f4997bbf35da,HSE Dublin & South East,St. Michael's Hospital,2024-08-14 08:00:00,0,0,0,0,3,0,0
7583,67d99edb0547f4997bbf35e1,HSE South West,Mercy University Hospital,2024-08-14 08:00:00,3,0,3,0,7,0,0
7584,67d99edb0547f4997bbf35e2,HSE South West,South Infirmary Victoria University Hospital,2024-08-14 08:00:00,0,0,0,0,2,0,0
7585,67d99edb0547f4997bbf35e0,HSE South West,Mallow General Hospital,2024-08-14 08:00:00,0,0,0,0,2,0,0
7586,67d99edb0547f4997bbf35e3,HSE South West,UH Kerry,2024-08-14 08:00:00,16,0,16,8,19,4,0
7587,67d99edb0547f4997bbf35df,HSE South West,Cork University Hospital,2024-08-14 08:00:00,18,8,26,24,28,3,0
7588,67d99edb0547f4997bbf35e7,HSE West & North West,Letterkenny University Hospital,2024-08-14 08:00:00,3,7,10,7,30,3,0
7589,67d99edb0547f4997bbf35e5,HSE Mid West,St. John's Hospital Limerick,2024-08-14 08:00:00,0,0,0,0,2,0,0
7590,67d99edb0547f4997bbf35e4,HSE Mid West,Nenagh Hospital,2024-08-14 08:00:00,0,0,0,0,0,0,0
7591,67d99edb0547f4997bbf35e6,HSE Mid West,UH Limerick,2024-08-14 08:00:00,5,27,32,36,15,4,1
7592,67d99edb0547f4997bbf35ea,HSE West & North West,Roscommon University Hospital,2024-08-14 08:00:00,0,0,0,0,2,0,0
7593,67d99edb0547f4997bbf35eb,HSE West & North West,Sligo University Hospital,2024-08-14 08:00:00,13,16,29,13,29,6,0
7594,67d99edb0547f4997bbf35e8,HSE West & North West,Mayo University Hospital,2024-08-14 08:00:00,2,7,9,3,6,1,0
7595,67d99edb0547f4997bbf35e9,HSE West & North West,Portiuncula University Hospital,2024-08-14 08:00:00,0,0,0,0,2,0,0
7596,67d99edb0547f4997bbf35ec,HSE Dublin & North East,Cavan General Hospital,2024-08-13 08:00:00,3,0,3,5,0,0,0
7597,67d99edb0547f4997bbf35ee,HSE Dublin & North East,Louth County Hospital,2024-08-13 08:00:00,0,0,0,0,0,0,0
7598,67d99edb0547f4997bbf35ed,HSE Dublin & North East,Connolly Hospital,2024-08-13 08:00:00,0,0,0,0,6,0,0
7599,67d99edb0547f4997bbf35f0,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2024-08-13 08:00:00,0,0,0,0,2,0,0
7600,67d99edb0547f4997bbf35f2,HSE Dublin & North East,Our Lady's Hospital Navan,2024-08-13 08:00:00,0,0,0,0,0,0,0
7601,67d99edb0547f4997bbf35f1,HSE Dublin & North East,Our Lady of Lourdes Hospital,2024-08-13 08:00:00,5,0,5,20,1,0,0
7602,67d99edb0547f4997bbf35f5,HSE Dublin & Midlands,MRH Mullingar,2024-08-13 08:00:00,4,0,4,7,1,0,0
7603,67d99edb0547f4997bbf35f4,HSE Dublin & Midlands,CHI at Temple Street,2024-08-13 08:00:00,0,0,0,0,3,0,0
7604,67d99edb0547f4997bbf35ef,HSE Dublin & North East,Mater Misericordiae University Hospital,2024-08-13 08:00:00,5,0,5,8,10,0,0
7605,67d99edb0547f4997bbf35f6,HSE Dublin & Midlands,MRH Portlaoise,2024-08-13 08:00:00,7,0,7,0,6,0,0
7606,67d99edb0547f4997bbf35f3,HSE Dublin & Midlands,CHI at Tallaght,2024-08-13 08:00:00,0,0,0,0,0,0,0
7607,67d99edb0547f4997bbf35f9,HSE Dublin & Midlands,St. James's Hospital,2024-08-13 08:00:00,11,0,11,0,25,1,0
7608,67d99edb0547f4997bbf35f8,HSE Dublin & Midlands,Naas General Hospital,2024-08-13 08:00:00,8,4,12,14,10,0,0
7609,67d99edb0547f4997bbf35f7,HSE Dublin & Midlands,MRH Tullamore,2024-08-13 08:00:00,0,0,0,14,7,0,0
7610,67d99edb0547f4997bbf35fc,HSE Dublin & South East,St. Columcille's Hospital,2024-08-13 08:00:00,0,0,0,0,4,0,0
7611,67d99edb0547f4997bbf35fa,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2024-08-13 08:00:00,0,0,0,0,0,0,0
7612,67d99edb0547f4997bbf35fb,HSE Dublin & Midlands,Tallaght University Hospital,2024-08-13 08:00:00,19,2,21,19,15,6,0
7613,67d99edb0547f4997bbf35fe,HSE Dublin & South East,St. Michael's Hospital,2024-08-13 08:00:00,0,0,0,0,3,0,0
7614,67d99edb0547f4997bbf35ff,HSE Dublin & South East,St. Vincent's University Hospital,2024-08-13 08:00:00,25,0,25,50,21,2,0
7615,67d99edb0547f4997bbf35fd,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2024-08-13 08:00:00,3,0,3,2,9,0,0
7616,67d99edb0547f4997bbf3600,HSE Dublin & South East,Tipperary University Hospital,2024-08-13 08:00:00,18,0,18,0,13,7,0
7617,67d99edb0547f4997bbf3604,HSE South West,Mallow General Hospital,2024-08-13 08:00:00,0,0,0,0,2,0,0
7618,67d99edb0547f4997bbf3601,HSE Dublin & South East,UH Waterford,2024-08-13 08:00:00,0,0,0,6,21,0,0
7619,67d99edb0547f4997bbf3602,HSE Dublin & South East,Wexford General Hospital,2024-08-13 08:00:00,0,1,1,11,6,0,0
7620,67d99edb0547f4997bbf3606,HSE South West,South Infirmary Victoria University Hospital,2024-08-13 08:00:00,0,0,0,0,2,0,0
7621,67d99edb0547f4997bbf3605,HSE South West,Mercy University Hospital,2024-08-13 08:00:00,5,0,5,0,9,0,0
7622,67d99edb0547f4997bbf3607,HSE South West,UH Kerry,2024-08-13 08:00:00,23,5,28,11,15,5,0
7623,67d99edb0547f4997bbf3609,HSE Mid West,St. John's Hospital Limerick,2024-08-13 08:00:00,0,0,0,0,2,0,0
7624,67d99edb0547f4997bbf3603,HSE South West,Cork University Hospital,2024-08-13 08:00:00,26,16,42,28,30,5,2
7625,67d99edb0547f4997bbf3608,HSE Mid West,Nenagh Hospital,2024-08-13 08:00:00,0,0,0,0,0,0,0
7626,67d99edb0547f4997bbf360b,HSE West & North West,Letterkenny University Hospital,2024-08-13 08:00:00,6,6,12,7,30,1,0
7627,67d99edb0547f4997bbf360a,HSE Mid West,UH Limerick,2024-08-13 08:00:00,14,27,41,24,14,8,3
7628,67d99edc0547f4997bbf3610,HSE Dublin & North East,Cavan General Hospital,2024-08-12 08:00:00,5,0,5,4,0,0,0
7629,67d99edb0547f4997bbf360f,HSE West & North West,Sligo University Hospital,2024-08-13 08:00:00,10,8,18,14,29,4,0
7630,67d99edb0547f4997bbf360c,HSE West & North West,Mayo University Hospital,2024-08-13 08:00:00,3,5,8,0,4,2,0
7631,67d99edb0547f4997bbf360e,HSE West & North West,Roscommon University Hospital,2024-08-13 08:00:00,0,0,0,0,3,0,0
7632,67d99edc0547f4997bbf3612,HSE Dublin & North East,Louth County Hospital,2024-08-12 08:00:00,0,0,0,0,0,0,0
7633,67d99edc0547f4997bbf3611,HSE Dublin & North East,Connolly Hospital,2024-08-12 08:00:00,0,0,0,0,6,0,0
7634,67d99edb0547f4997bbf360d,HSE West & North West,Portiuncula University Hospital,2024-08-13 08:00:00,5,0,5,1,4,0,0
7635,67d99edc0547f4997bbf3614,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2024-08-12 08:00:00,0,0,0,0,2,0,0
7636,67d99edc0547f4997bbf3617,HSE Dublin & Midlands,CHI at Tallaght,2024-08-12 08:00:00,0,0,0,0,0,0,0
7637,67d99edc0547f4997bbf3615,HSE Dublin & North East,Our Lady of Lourdes Hospital,2024-08-12 08:00:00,12,0,12,19,1,0,0
7638,67d99edc0547f4997bbf3616,HSE Dublin & North East,Our Lady's Hospital Navan,2024-08-12 08:00:00,0,0,0,0,0,0,0
7639,67d99edc0547f4997bbf3618,HSE Dublin & Midlands,CHI at Temple Street,2024-08-12 08:00:00,1,0,1,0,3,0,0
7640,67d99edc0547f4997bbf3613,HSE Dublin & North East,Mater Misericordiae University Hospital,2024-08-12 08:00:00,5,0,5,8,8,0,0
7641,67d99edc0547f4997bbf361b,HSE Dublin & Midlands,MRH Tullamore,2024-08-12 08:00:00,0,0,0,13,8,0,0
7642,67d99edc0547f4997bbf3619,HSE Dublin & Midlands,MRH Mullingar,2024-08-12 08:00:00,5,0,5,9,1,0,0
